type,duration,end_time
personal,1.00242185593,14:26:49
public,22.377986908,14:27:12
personal,1.40371704102,14:27:13
public,1.62185192108,14:27:15
normal,0.809467077255,14:27:16
public,10.9552030563,14:27:27
personal,0.809414148331,14:27:28
public,12.4382140636,14:27:43
personal,0.805997133255,14:27:44
public,8.11592197418,14:27:52
close,0.631407976151,14:27:52
public,4.87427401543,14:28:13
close,0.435903072357,14:28:14
personal,1.18891119957,14:28:15
public,0.81831407547,14:28:20
close,0.80975985527,14:28:21
public,18.2725639343,14:28:58
personal,1.01086115837,14:28:59
public,58.5659558773,14:30:05
personal,0.606737852097,14:30:05
public,0.40783405304,14:30:06
personal,0.615554094315,14:30:06
public,0.634637117386,14:30:28
normal,0.606726884842,14:30:29
public,6.29200100899,14:30:59
normal,0.436779022217,14:30:59
close,0.803409099579,14:31:00
public,15.2288908958,14:31:16
normal,0.795469999313,14:31:16
public,1.05560898781,14:31:33
normal,0.620066165924,14:31:34
public,34.355232954,14:32:09
normal,0.214632987976,14:32:09
public,0.452918052673,14:34:08
personal,0.404161930084,14:34:10
public,0.6500248909,14:34:19
normal,0.373251199722,14:34:20
public,2.05355882645,14:34:39
close,0.217321157455,14:34:39
personal,0.593319892883,14:34:40
public,14.0841050148,14:35:23
personal,0.609082937241,14:35:24
public,3.545814991,14:36:13
personal,0.500784873962,14:36:14
public,0.731591939926,14:36:15
personal,3.24344801903,14:36:18
public,0.796882867813,14:36:19
personal,1.20541596413,14:36:20
public,38.0008459091,14:37:19
personal,0.808241128922,14:37:20
public,1.27323722839,14:37:21
personal,1.02361416817,14:37:22
public,2.81262016296,14:37:25
normal,0.77238202095,14:37:26
public,2.74981594086,14:37:42
close,0.768038988113,14:37:44
public,2.55134701729,14:37:49
personal,1.2165658474,14:37:50
public,27.5888729095,14:38:17
personal,0.407115936279,14:38:18
public,0.923645973206,14:38:27
close,1.32888197899,14:38:28
public,1.61954188347,14:38:30
personal,0.405215978622,14:38:30
public,1.11081385612,14:38:34
personal,0.44887304306,14:38:34
public,0.142004013062,14:38:37
public,0.643676042557,14:39:13
close,0.41400718689,14:39:13
public,4.66941380501,14:39:29
normal,0.456517934799,14:39:30
public,0.188406944275,14:39:30
normal,0.217420816422,14:39:30
public,1.797768116,14:39:33
close,3.90415716171,14:39:37
personal,2.98622298241,14:39:40
public,0.755620002747,14:40:03
close,1.26680707932,14:40:05
normal,0.307922124863,14:40:06
close,1.2088508606,14:40:07
public,1.95012593269,14:40:12
personal,0.332016944885,14:40:12
public,0.682251930237,14:40:35
normal,0.504949092865,14:40:36
public,0.0506901741028,14:41:29
public,1.3082139492,14:41:47
close,0.813013076782,14:41:48
public,1.60121583939,14:41:51
normal,0.149467945099,14:41:52
public,0.340666055679,14:41:52
personal,0.512390136719,14:41:53
public,0.198529005051,14:41:53
personal,0.591509103775,14:41:54
public,2.39353394508,14:42:03
normal,1.52771496773,14:42:04
close,1.31416511536,14:42:06
public,4.39935016632,14:42:13
normal,0.718152046204,14:42:14
public,0.21687412262,14:42:14
normal,1.40067505836,14:42:16
public,0.402232170105,14:42:16
normal,0.226728916168,14:42:16
public,0.791983127594,14:42:17
personal,0.39920091629,14:42:17
normal,1.62275791168,14:42:19
public,0.126173973083,14:42:28
normal,0.811452150345,14:42:29
public,1.94211602211,14:42:37
personal,0.0858027935028,14:42:38
public,0.0648121833801,14:42:39
normal,1.12481379509,14:42:42
close,1.88880085945,14:42:45
public,2.43900704384,14:42:47
personal,0.400710105896,14:42:47
public,13.0813221931,14:43:01
normal,0.809158086777,14:43:02
close,0.684051990509,14:43:04
normal,1.0168800354,14:43:05
personal,0.403099060059,14:43:06
close,1.01363897324,14:43:07
normal,0.213047027588,14:43:07
close,2.09837794304,14:43:09
public,2.75640797615,14:43:12
normal,0.378931045532,14:43:13
close,0.98245882988,14:43:14
public,1.01768803596,14:43:15
personal,1.00898098946,14:43:16
public,10.2180109024,14:43:26
normal,0.624722003937,14:43:26
public,0.129130125046,14:43:27
normal,0.280392885208,14:43:27
public,2.15342402458,14:43:29
normal,0.591737031937,14:43:30
public,0.232066869736,14:43:30
normal,0.20676112175,14:43:30
public,2.66929292679,14:43:33
normal,1.35429906845,14:43:34
public,2.25997495651,14:43:36
normal,1.38782000542,14:43:38
public,1.24737095833,14:43:39
normal,2.20231199265,14:43:41
public,4.05268502235,14:43:45
normal,1.42206382751,14:43:47
public,8.16917896271,14:43:55
normal,0.9558198452,14:43:56
public,0.190822124481,14:44:01
personal,0.404464006424,14:44:01
public,3.7905228138,14:44:23
close,0.788290023804,14:44:24
normal,0.490768909454,14:44:24
close,1.53629183769,14:44:26
normal,2.50576710701,14:44:28
close,1.34843206406,14:44:30
normal,1.31274199486,14:44:31
close,0.711853981018,14:44:32
normal,0.8410820961,14:44:33
close,0.921136856079,14:44:35
public,1.10702586174,14:45:01
personal,0.810466051102,14:45:02
public,3.03317308426,14:45:28
close,0.615468025208,14:45:29
normal,0.65361905098,14:45:30
close,1.16742396355,14:45:31
normal,1.6328701973,14:45:33
close,2.21645879745,14:45:35
normal,0.680154800415,14:45:36
public,0.591798067093,14:45:36
normal,0.598793983459,14:45:37
public,0.918784141541,14:45:39
normal,0.233280181885,14:45:40
public,0.21547293663,14:45:40
normal,0.418283939362,14:45:40
personal,0.428521871567,14:45:41
public,5.54945802689,14:45:47
normal,0.217872858047,14:45:48
public,5.73951005936,14:45:53
normal,1.48915791512,14:45:55
public,6.13208818436,14:46:01
normal,0.762557983398,14:46:02
public,1.92630600929,14:46:04
normal,1.13204097748,14:46:05
public,2.7089650631,14:46:07
normal,0.520356178284,14:46:08
public,12.649960041,14:46:21
normal,0.217888116837,14:46:21
public,0.215115070343,14:46:21
normal,0.912037134171,14:46:22
public,2.55085587502,14:46:25
normal,0.974735975266,14:46:26
public,2.20309782028,14:46:28
normal,1.99313187599,14:46:30
public,2.13196706772,14:46:32
normal,0.229073047638,14:46:32
public,10.5895969868,14:46:46
normal,0.338008880615,14:46:46
public,6.17830586433,14:46:52
normal,0.946949005127,14:46:53
public,5.77874898911,14:47:09
normal,0.202250003815,14:47:10
public,0.214677095413,14:47:17
personal,0.831205129623,14:47:19
public,0.307470083237,14:47:29
normal,0.472388982773,14:47:29
public,4.63046598434,14:47:55
normal,0.389424800873,14:47:55
public,10.4609441757,14:48:06
normal,0.508740186691,14:48:06
close,0.611445903778,14:48:07
public,14.6113379002,14:48:26
normal,0.261221170425,14:48:27
public,5.06423807144,14:48:33
normal,0.66767001152,14:48:35
public,2.58082079887,14:48:45
personal,1.02304697037,14:48:46
public,2.72853398323,14:49:08
normal,0.441078901291,14:49:08
personal,0.780909061432,14:49:09
normal,4.65790486336,14:49:14
public,1.01863884926,14:49:15
normal,1.21885704994,14:49:16
public,7.15791296959,14:49:59
personal,0.808313131332,14:50:00
public,1.62444496155,14:50:38
personal,1.01539492607,14:50:39
public,0.357302904129,14:51:08
close,0.813702821732,14:51:09
public,7.09620404243,14:51:16
personal,0.608891010284,14:51:17
close,0.605291128159,14:51:17
public,1.73922610283,14:51:26
personal,1.01082992554,14:51:27
public,0.532054901123,14:51:32
personal,0.651429891586,14:51:34
public,8.14740586281,14:51:45
normal,1.6136879921,14:51:46
public,8.37106394768,14:56:50
personal,1.00584483147,14:56:51
public,3.93194913864,14:57:15
normal,0.384563922882,14:57:16
public,1.95426821709,14:58:12
personal,0.157290935516,14:58:12
public,0.935826063156,14:58:58
close,0.605347156525,14:58:58
public,1.23460698128,14:59:03
personal,0.579960107803,14:59:04
public,0.67414689064,14:59:15
personal,0.608427047729,14:59:16
public,0.0121340751648,14:59:53
personal,0.632730960846,14:59:54
public,5.66442704201,15:00:47
personal,0.497940063477,15:00:48
public,5.767318964,15:01:01
close,0.435643911362,15:01:01
personal,0.819239139557,15:01:02
public,1.17677998543,15:01:03
close,1.6204829216,15:01:05
public,0.436756849289,15:01:07
normal,1.1375310421,15:01:08
public,1.54009819031,15:01:23
close,0.607708930969,15:01:24
public,1.25021290779,15:01:27
close,0.216156005859,15:01:28
personal,1.81213784218,15:01:29
public,0.240705966949,15:01:37
personal,0.60600399971,15:01:38
public,8.59668397903,15:02:18
personal,1.61859512329,15:02:19
public,3.9011759758,15:02:30
personal,0.604569911957,15:02:31
public,12.1604650021,15:02:48
personal,1.41995191574,15:02:49
close,2.02818202972,15:02:51
normal,0.816801071167,15:02:52
public,1.47693705559,15:02:53
personal,0.341046094894,15:02:54
public,28.5926311016,15:03:45
personal,0.811816930771,15:03:46
public,9.00467991829,15:04:32
personal,0.813097953796,15:04:32
public,38.1408047676,15:05:11
normal,1.21871399879,15:05:12
public,1.95238780975,15:05:14
normal,0.678777933121,15:05:14
public,8.71969008446,15:05:23
normal,0.405426979065,15:05:24
public,0.457185029984,15:06:07
close,0.65546298027,15:06:07
public,5.50651502609,15:06:15
personal,0.573206186295,15:06:16
public,1.5031709671,15:06:26
personal,0.296321153641,15:06:26
public,0.820167779922,15:07:13
personal,1.01651501656,15:07:14
public,1.08416795731,15:07:15
normal,0.745055198669,15:07:16
public,2.27235007286,15:07:30
normal,0.691092967987,15:07:31
public,10.9551169872,15:07:42
normal,0.416561841965,15:07:42
public,2.01618814468,15:07:44
personal,1.01535892487,15:07:45
public,2.48690700531,15:07:48
normal,0.555098056793,15:07:48
close,0.616385936737,15:07:49
normal,0.403506994247,15:07:49
personal,0.400114059448,15:07:50
public,13.5497698784,15:08:13
personal,1.32359695435,15:08:14
public,0.606616973877,15:08:15
personal,0.416155099869,15:08:15
public,16.5690460205,15:08:41
personal,0.802796840668,15:08:41
public,0.221392154694,15:08:54
close,0.810000181198,15:08:54
normal,0.214346885681,15:08:55
close,4.24390006065,15:08:59
normal,0.215711116791,15:08:59
close,0.544486045837,15:09:01
public,0.0945680141449,15:09:26
normal,2.8216791153,15:09:30
close,1.96294093132,15:09:32
normal,0.168532848358,15:09:33
close,1.99050402641,15:09:35
normal,3.75611805916,15:09:39
close,0.225384950638,15:09:54
personal,0.215610027313,15:09:55
close,1.56992387772,15:10:11
public,1.96074104309,15:10:18
personal,0.631689786911,15:10:19
public,3.36146306992,15:10:39
close,0.434350013733,15:10:40
normal,0.659066915512,15:10:40
public,5.70883393288,15:13:18
personal,0.215307950974,15:13:18
public,17.8543689251,15:13:36
personal,1.33016014099,15:13:38
public,12.5420818329,15:14:26
normal,0.232710123062,15:14:27
public,3.46131396294,15:14:30
normal,0.21998500824,15:14:30
public,3.70248889923,15:14:34
normal,1.75470113754,15:14:36
close,0.419718027115,15:14:36
normal,3.75243091583,15:14:41
close,0.652323961258,15:14:42
normal,0.414350986481,15:14:43
close,0.433023929596,15:14:43
personal,0.435316801071,15:14:43
close,0.665225982666,15:14:44
public,0.20503115654,15:14:44
close,2.39322590828,15:14:47
personal,0.655539035797,15:14:47
close,0.0113089084625,15:14:52
personal,0.765033006668,15:14:53
close,5.01284599304,15:15:23
personal,0.172178983688,15:15:26
close,1.213285923,15:15:28
personal,0.32935500145,15:15:29
close,0.00241708755493,15:15:30
personal,2.13522005081,15:15:45
close,1.01625299454,15:15:46
personal,1.3532910347,15:15:49
close,0.280559062958,15:15:50
public,0.0111148357391,15:15:54
personal,0.341829061508,15:15:55
public,2.15324783325,15:16:10
personal,0.644931077957,15:16:11
public,0.160753965378,15:16:23
normal,0.693295955658,15:16:24
public,31.1922299862,15:16:57
close,0.480734109879,15:16:58
personal,1.2245080471,15:16:59
public,0.65879201889,15:17:00
personal,0.219116926193,15:17:00
public,0.411558866501,15:17:55
personal,0.211441993713,15:17:55
public,5.17428708076,15:18:25
normal,0.809893131256,15:18:26
public,2.95788407326,15:18:29
normal,0.217990875244,15:18:29
public,2.99468898773,15:18:32
normal,0.224397182465,15:18:33
public,3.42973709106,15:18:36
normal,0.219528913498,15:18:36
public,7.32702803612,15:18:44
normal,0.679250955582,15:18:44
public,1.57117509842,15:18:47
normal,0.974119901657,15:18:48
public,5.78786110878,15:18:53
normal,0.216993093491,15:18:54
public,1.71847105026,15:19:08
normal,0.0815138816833,15:19:08
public,1.17869210243,15:19:11
normal,0.518943786621,15:19:12
public,1.3400850296,15:19:19
normal,0.217775821686,15:19:19
public,6.32609891891,15:19:25
normal,0.217096805573,15:19:26
public,0.64256477356,15:19:26
normal,1.25872898102,15:19:27
public,1.52689003944,15:19:29
normal,0.21323299408,15:19:29
public,3.18730902672,15:19:32
normal,0.217678070068,15:19:33
public,0.0306990146637,15:19:36
normal,0.000128984451294,15:19:38
public,3.87425899506,15:19:58
close,0.804352045059,15:19:58
public,3.09713101387,15:20:02
close,0.754979133606,15:20:02
public,1.19706583023,15:20:09
normal,0.73358297348,15:20:10
close,1.49870276451,15:20:11
public,1.39253401756,15:20:15
personal,0.817210912704,15:20:15
public,3.87052202225,15:20:19
personal,0.586591005325,15:20:20
public,5.96455812454,15:20:26
normal,1.13926386833,15:20:27
public,0.217923879623,15:20:28
normal,0.44405913353,15:20:29
public,0.814487934113,15:20:30
normal,0.784600973129,15:20:31
public,0.217233896255,15:20:31
normal,3.83762216568,15:20:35
public,0.435106039047,15:20:35
normal,0.816969156265,15:20:36
public,2.13928794861,15:20:38
normal,1.88274693489,15:20:40
public,2.48257803917,15:20:43
normal,0.968159914017,15:20:44
public,0.603416919708,15:20:44
close,0.189651012421,15:20:45
personal,15.3332481384,15:21:18
normal,0.456228017807,15:21:19
personal,0.774959087372,15:21:20
public,0.206012010574,15:21:22
normal,0.216480016708,15:21:22
public,0.323709964752,15:21:25
normal,0.803385972977,15:21:26
public,1.33423781395,15:21:28
normal,0.606518983841,15:21:28
personal,0.60632109642,15:21:29
public,0.553925991058,15:21:36
close,0.359879970551,15:21:36
public,0.881292104721,15:21:40
close,0.616104125977,15:21:41
public,12.186095953,15:21:53
personal,0.216904878616,15:21:53
public,2.18739891052,15:22:06
normal,0.515276908875,15:22:08
close,0.147603034973,15:22:09
normal,0.948389053345,15:22:10
close,0.849144935608,15:22:11
public,4.99920296669,15:22:31
personal,6.09775114059,15:22:37
public,2.1763188839,15:22:39
personal,0.21742606163,15:22:39
public,26.7786791325,15:23:06
personal,0.435451030731,15:23:06
public,9.79491901398,15:23:16
personal,0.872162818909,15:23:17
public,0.232316017151,15:23:21
personal,0.276040077209,15:23:21
public,0.386891126633,15:23:22
personal,2.49090099335,15:23:24
close,0.436209917068,15:23:25
public,1.08912491798,15:23:26
personal,0.870888948441,15:23:27
public,0.381853103638,15:24:20
personal,0.560636997223,15:24:21
public,6.41507196426,15:24:36
close,0.872768878937,15:24:37
public,2.45686793327,15:25:51
personal,0.435097932816,15:25:51
public,4.56933403015,15:25:56
close,0.218322992325,15:25:56
normal,3.64598703384,15:26:02
public,3.85372304916,15:26:28
personal,0.0301089286804,15:26:29
public,5.37977004051,15:26:35
personal,0.197238922119,15:26:36
public,3.8677752018,15:26:50
personal,2.78114199638,15:26:52
public,10.4562330246,15:29:26
personal,0.433549880981,15:29:26
public,9.79651689529,15:29:36
personal,0.228228092194,15:29:36
public,1.31017494202,15:29:44
close,0.207331180573,15:29:44
public,13.0678920746,15:29:58
personal,0.43944311142,15:29:58
public,0.234451055527,15:31:06
normal,0.610238075256,15:31:07
close,0.466859817505,15:31:08
public,0.403789043427,15:31:08
normal,1.31294894218,15:31:09
close,0.212443113327,15:31:10
public,0.226175785065,15:31:10
normal,0.388676166534,15:31:10
close,0.0845420360565,15:31:14
public,2.56116294861,15:31:18
close,0.240141153336,15:31:18
normal,0.196002006531,15:31:18
public,0.224018096924,15:31:19
close,0.75652885437,15:31:19
personal,0.331730127335,15:31:20
public,1.71139001846,15:31:23
normal,0.303736925125,15:31:24
public,0.216756105423,15:31:24
normal,0.145498991013,15:31:24
public,2.27553105354,15:31:47
close,0.215289115906,15:31:47
personal,0.215975999832,15:31:47
public,6.33922600746,15:31:59
close,0.672513008118,15:32:00
public,0.196374893188,15:32:00
personal,3.27091288567,15:32:03
close,0.435142040253,15:32:04
public,2.92057394981,15:32:39
normal,0.862093925476,15:32:40
public,2.17580389977,15:32:53
personal,0.213318824768,15:32:53
public,2.19593000412,15:33:26
personal,0.219027042389,15:33:26
public,1.02133202553,15:34:34
close,0.436458826065,15:34:35
public,0.0273270606995,15:34:47
personal,0.212666034698,15:34:47
public,0.435007810593,15:34:48
personal,0.23442697525,15:34:48
public,0.903378009796,15:34:54
normal,0.132343053818,15:34:55
public,1.54179620743,15:34:59
personal,0.130456924438,15:34:59
close,0.190608978271,15:35:00
public,1.94944095612,15:35:02
close,0.43670296669,15:35:03
public,0.694911003113,15:35:08
close,0.492560148239,15:35:14
public,1.09123897552,15:35:15
close,0.217257976532,15:35:16
personal,0.435715913773,15:35:16
close,0.663308858871,15:35:17
normal,0.863531112671,15:35:18
close,0.435434818268,15:35:18
personal,1.27498412132,15:35:24
close,1.18512201309,15:35:25
public,2.02433800697,15:35:27
normal,1.41814088821,15:35:29
public,3.35223317146,15:35:32
normal,0.911573886871,15:35:33
public,0.400882005692,15:35:33
close,0.484806060791,15:35:34
personal,0.215929031372,15:35:35
close,0.336011171341,15:35:35
personal,0.401807069778,15:35:36
close,0.213445186615,15:35:37
personal,1.02964401245,15:35:38
close,0.729676961899,15:35:40
public,0.608769893646,15:35:41
personal,0.600161075592,15:35:41
public,0.383237838745,15:35:42
normal,0.387974977493,15:35:43
public,0.642748117447,15:35:46
normal,0.829003095627,15:35:47
close,0.618849992752,15:35:47
public,0.397825956345,15:35:52
normal,0.525192975998,15:35:52
public,0.212720155716,15:35:53
normal,0.060534954071,15:35:54
public,10.5240998268,15:36:10
close,0.15153002739,15:36:10
public,1.70637607574,15:36:12
personal,0.764456987381,15:36:12
public,0.568346977234,15:37:04
personal,0.216153144836,15:37:04
public,0.0577530860901,15:37:08
personal,0.217319011688,15:37:08
public,1.57593798637,15:37:22
personal,0.180093050003,15:37:22
public,0.832556962967,15:37:26
close,1.51632094383,15:37:28
personal,0.867063045502,15:37:28
close,13.5817391872,15:37:43
public,0.361653804779,15:38:07
close,0.667814016342,15:38:09
personal,0.891952991486,15:38:10
close,1.19787693024,15:38:16
public,11.9176650047,15:38:28
personal,0.218725919724,15:38:28
public,19.3802509308,15:38:48
normal,0.216834068298,15:38:48
public,1.52464914322,15:38:49
close,4.56423401833,15:38:54
personal,0.210719108582,15:38:54
close,4.16665005684,15:39:06
public,0.216783046722,15:39:06
normal,0.613168954849,15:39:07
close,0.593770980835,15:39:07
normal,0.211618900299,15:39:07
close,0.43884396553,15:39:08
personal,0.0712468624115,15:39:08
close,0.0819189548492,15:39:09
personal,1.43682193756,15:39:10
public,5.02361106873,15:39:15
personal,1.82317900658,15:39:17
public,2.17890691757,15:39:25
personal,1.52498102188,15:39:27
public,0.028037071228,15:39:36
personal,0.437940120697,15:39:36
close,1.04919195175,15:39:58
personal,0.157658100128,15:39:59
public,1.6080019474,15:40:00
personal,0.176761865616,15:40:01
public,2.26686787605,15:40:08
personal,0.22411608696,15:40:09
public,0.972538948059,15:40:45
personal,0.193058013916,15:40:46
public,4.41206693649,15:40:56
close,0.233917951584,15:40:56
normal,0.201108932495,15:40:56
public,3.36692214012,15:41:11
personal,0.216839075089,15:41:11
public,2.9143269062,15:41:19
personal,0.440587997437,15:41:20
public,10.4161999226,15:41:35
personal,0.217689990997,15:41:35
public,0.406126022339,15:42:11
personal,0.307922124863,15:42:11
public,1.02992796898,15:42:33
personal,0.0440449714661,15:42:33
public,3.70728182793,15:42:37
personal,0.213316917419,15:42:37
public,0.716372013092,15:42:40
close,0.19361782074,15:42:40
public,4.86823582649,15:43:00
personal,0.211841821671,15:43:00
public,7.44007492065,15:43:50
personal,0.430123090744,15:43:51
public,1.09562492371,15:43:52
personal,0.211560964584,15:43:52
public,11.9999520779,15:44:04
personal,0.841223955154,15:44:05
public,0.0350329875946,15:44:15
public,0.637644052505,15:45:59
normal,0.185127973557,15:45:59
public,0.741582155228,15:46:00
normal,0.43555521965,15:46:01
public,0.533221006393,15:46:06
normal,0.435727119446,15:46:06
public,1.6181769371,15:46:09
normal,0.329614877701,15:46:09
public,0.861299037933,15:46:12
personal,1.95671105385,15:46:14
public,1.33687090874,15:46:15
normal,1.0974919796,15:46:17
public,0.367567062378,15:46:18
normal,1.02227306366,15:46:19
public,0.441409826279,15:46:20
normal,0.655378818512,15:46:21
public,0.752323865891,15:46:22
normal,0.437423944473,15:46:22
public,0.220346927643,15:46:23
normal,0.57559800148,15:46:24
public,1.04250812531,15:46:25
normal,0.811787843704,15:46:26
public,11.2694649696,15:46:46
personal,0.211428880692,15:46:46
public,13.7669579983,15:47:00
personal,0.171648025513,15:47:00
public,1.08545804024,15:47:01
personal,0.218477964401,15:47:01
public,0.396048069,15:47:30
personal,0.194644927979,15:47:30
public,6.56210398674,15:47:37
personal,0.870749950409,15:47:38
public,3.19774103165,15:48:40
personal,0.215225934982,15:48:40
public,1.08355379105,15:49:23
normal,0.248755931854,15:49:23
public,16.4693479538,15:49:59
close,0.61515378952,15:49:59
public,1.50306391716,15:50:29
normal,1.52256798744,15:50:31
public,1.30913114548,15:50:32
normal,0.650911092758,15:50:33
public,0.220098972321,15:50:33
normal,0.454353094101,15:50:33
public,1.1767539978,15:50:35
normal,0.110512018204,15:50:35
public,0.428488969803,15:50:35
normal,0.870196819305,15:50:36
public,6.09311199188,15:50:42
normal,0.652791023254,15:50:43
public,1.53446412086,15:50:44
normal,0.643429040909,15:50:45
public,3.48150014877,15:50:48
close,8.640209198,15:50:57
normal,0.629524946213,15:50:58
close,0.564056873322,15:50:58
normal,6.18926405907,15:51:04
close,0.218261003494,15:51:05
personal,0.692249059677,15:51:05
close,0.606684923172,15:51:06
normal,4.10303807259,15:51:10
close,2.24915003777,15:51:12
public,1.35466313362,15:51:14
personal,1.22005701065,15:51:15
public,0.604828119278,15:51:15
personal,2.84259295464,15:51:18
public,0.406084060669,15:51:19
personal,0.809341907501,15:51:19
public,9.7955930233,15:52:05
personal,1.060505867,15:52:06
public,2.26144003868,15:52:11
personal,0.0430970191956,15:52:12
public,4.13399600983,15:52:16
personal,0.657825946808,15:52:16
public,0.652965068817,15:52:17
personal,0.430452823639,15:52:17
public,21.3369739056,15:52:39
close,1.13097214699,15:52:40
public,8.35871005058,15:53:02
close,1.30487895012,15:53:04
public,4.19538903236,15:53:34
normal,0.43495798111,15:53:35
public,0.100363016129,15:53:37
close,0.650309801102,15:53:38
public,1.03669190407,15:53:55
close,0.450587034225,15:53:55
personal,0.887416124344,15:53:56
close,0.619416952133,15:53:56
personal,2.00158286095,15:54:00
close,0.2158639431,15:54:00
personal,0.872060060501,15:54:01
normal,0.218448877335,15:54:01
close,0.437381029129,15:54:01
personal,0.648877859116,15:54:02
close,0.434319019318,15:54:02
personal,0.652309894562,15:54:03
close,0.437333106995,15:54:03
personal,0.438994884491,15:54:04
close,0.217563152313,15:54:04
personal,0.431814193726,15:54:05
close,1.30797696114,15:54:06
